Time,Satellite,Target,Bin
32552.0,3,6,153
32554.0,9,4,199
32555.0,9,5,216
32556.0,1,7,270
32568.0,3,1,208
32572.0,3,12,204
32577.0,11,3,171
32577.0,1,3,226
32582.0,9,14,172
32582.0,9,2,180
32583.0,10,11,162
32584.0,3,11,60
32589.0,11,7,209
32593.0,9,9,56
32596.0,3,13,172
32609.783795441,10,11,162
32612.0,3,6,145
32614.0,9,4,208
32614.32311915,3,15,198
32615.0,9,5,225
32616.0,1,7,261
32628.0,3,1,209
32632.0,3,12,61
32635.465798872,11,3,180
32637.0,1,3,217
32642.0,9,14,189
32642.0,9,2,198
32644.0,3,11,49
32649.0,11,7,199
32653.0,9,9,40
32656.0,3,13,155
32672.0,3,6,136
32674.0,9,4,216
32674.0,3,15,198
32675.0,9,5,234
32676.0,1,7,253
32688.0,3,1,201
32692.0,3,12,49
32697.0,1,3,207
32702.0,9,2,207
32702.0,9,14,198
32703.313575957,9,5,234
32704.0,3,11,47
32706.789162389,9,10,36
32709.0,11,7,198
32713.0,9,9,312
32716.0,3,13,137
32732.0,3,6,118
32734.0,3,15,189
32734.0,9,4,225
32736.0,1,7,235
32748.0,3,1,186
32752.0,3,12,47
32757.0,1,3,198
32762.0,9,2,207
32762.0,9,14,207
32764.0,3,11,46
32766.0,9,10,36
32767.395202601,3,10,261
32769.0,11,7,198
32772.020471145,9,2,207
32773.0,9,9,256
32773.14695388,9,15,72
32776.0,3,13,110
32792.0,3,6,100
32794.0,3,15,181
32794.0,9,4,225
32796.0,1,7,226
32804.307724425,11,7,198
32806.614596954,9,4,225
32808.0,3,1,96
32812.0,3,12,46
32817.0,1,3,189
32822.0,9,14,216
32823.56597087,9,14,216
32824.0,3,11,45
32826.0,9,10,36
32827.0,3,10,261
32833.0,9,9,245
32833.0,9,15,81
32836.0,3,13,92
32840.887649829,1,3,189
32852.0,3,6,91
32854.0,3,15,172
32856.0,1,7,208
32868.0,3,1,76
32872.0,3,12,45
32884.0,3,11,45
32886.0,9,10,28
32887.0,3,10,270
32893.0,9,15,90
32893.0,9,9,235
32896.0,3,13,82
32912.0,3,6,81
32914.0,3,15,154
32916.0,1,7,198
32928.0,3,1,65
32932.0,3,12,45
32944.0,3,11,45
32946.0,9,10,20
32947.0,3,10,271
32951.469075541,3,11,45
32953.0,9,9,234
32953.0,9,15,99
32956.0,3,13,72
32972.0,3,6,72
32974.0,3,15,145
32976.0,1,7,189
32987.658153789,9,1,63
32988.0,3,1,64
32992.0,3,12,45
33001.279996457,3,12,45
33006.0,9,10,13
33007.0,3,10,280
33013.0,9,15,108
33013.0,9,9,234
33016.0,3,13,72
33032.0,3,6,72
33033.746150199,10,7,234
33034.0,3,15,127
33035.364511782,3,9,243
33036.0,1,7,189
33039.41725415,3,6,72
33041.090759511,9,3,0
33047.0,9,1,72
33048.0,3,1,63
33066.0,9,10,293
33067.0,3,10,299
33070.447245943,1,7,180
33073.0,9,15,126
33073.0,9,9,234
33074.935685704,9,9,234
33076.0,3,13,63
33093.0,10,7,225
33094.0,3,15,109
33095.0,3,9,243
33101.0,9,3,315
33102.728878449,3,13,63
33107.0,9,1,81
33108.0,3,1,63
33126.0,9,10,247
33127.0,3,10,317
33133.0,9,15,135
33153.0,10,7,216
33154.0,3,15,99
33155.0,3,9,243
33161.0,9,3,306
33167.0,9,1,90
33168.0,3,1,54
33176.427838958,3,1,54
33186.0,9,10,227
33187.0,3,10,20
33193.0,9,15,144
33213.0,10,7,207
33213.735124498,9,15,144
33214.0,3,15,99
33215.0,3,9,235
33221.0,9,3,297
33227.0,9,1,99
33246.0,9,10,217
33247.0,3,10,28
33268.183126075,9,12,81
33273.0,10,7,198
33274.0,3,15,90
33275.0,3,9,226
33281.0,9,3,288
33287.0,9,1,117
33304.595106569,3,15,90
33306.0,9,10,216
33307.0,3,10,46
33328.0,9,12,90
33333.0,10,7,189
33335.0,3,9,209
33341.0,9,3,270
33347.0,9,1,126
33366.0,9,10,216
33367.0,3,10,54
33388.0,9,12,99
33393.0,10,7,180
33395.0,3,9,192
33401.0,9,3,261
33407.0,9,1,135
33418.760306981,9,10,216
33427.0,3,10,54
33448.0,9,12,108
33453.0,10,7,162
33455.0,3,9,164
33461.0,9,3,252
33467.0,9,1,144
33481.651388691,9,1,144
33487.0,3,10,63
33508.0,9,12,117
33510.653963613,3,10,63
33513.0,10,7,153
33515.0,3,9,146
33521.0,9,3,243
33525.250722928,9,12,117
33555.066158866,9,3,243
33573.0,10,7,153
33575.0,3,9,136
33633.0,10,7,144
33635.0,3,9,127
33655.451273081,10,7,144
33695.0,3,9,126
33755.0,3,9,117
33782.569148504,3,9,117
34016.214688557,12,8,315
34076.0,12,8,315
34134.08928234,12,2,9
34136.0,12,8,0
34153.535550284,7,3,72
34171.281822812,12,14,9
34191.72232252,12,5,9
34194.0,12,2,9
34196.0,12,8,1
34213.0,7,3,72
34223.086958265,7,7,45
34229.264447077,7,10,126
34231.0,12,14,9
34236.715250769,12,4,9
34251.0,12,5,9
34254.0,12,2,9
34256.0,12,8,11
34273.0,7,3,72
34283.0,7,7,36
34289.0,7,10,126
34291.0,12,14,9
34296.0,12,4,0
34311.0,12,5,0
34314.0,12,2,10
34316.0,12,8,21
34333.0,7,3,82
34343.0,7,7,36
34349.0,7,10,135
34351.0,12,14,1
34356.0,12,4,0
34371.0,12,5,316
34374.0,12,2,2
34376.0,12,8,48
34393.0,7,3,92
34403.0,7,7,28
34409.0,7,10,153
34411.0,12,14,2
34416.0,12,4,316
34431.0,12,5,307
34434.0,12,2,318
34436.0,12,8,84
34453.0,7,3,111
34463.0,7,7,20
34469.0,7,10,162
34471.0,12,14,318
34474.52443665,12,9,9
34476.0,12,4,308
34491.0,12,5,289
34494.0,12,2,293
34496.0,12,8,111
34513.0,7,3,148
34513.844920093,7,10,162
34523.0,7,7,2
34531.0,12,14,293
34534.0,12,9,9
34536.0,12,4,299
34551.0,12,5,281
34554.0,12,2,248
34556.0,12,8,119
34573.0,7,3,183
34583.0,7,7,299
34591.0,12,14,239
34594.0,12,9,9
34596.0,12,4,273
34611.0,12,5,262
34614.0,12,2,219
34616.0,12,8,127
34633.0,7,3,200
34643.0,7,7,281
34651.0,12,14,201
34654.0,12,9,10
34656.0,12,4,246
34671.0,12,5,244
34674.0,12,2,200
34676.0,12,8,126
34693.0,7,3,208
34703.0,7,7,262
34711.0,12,14,191
34714.0,12,9,20
34716.0,12,4,227
34731.0,12,5,235
34734.0,12,2,199
34736.0,12,8,135
34753.0,7,3,207
34763.0,7,7,253
34771.0,12,14,190
34774.0,12,9,30
34776.0,12,4,217
34791.0,12,5,225
34794.0,12,2,198
34794.267114534,12,8,135
34813.0,7,3,216
34823.0,7,7,252
34831.0,12,14,189
34834.0,12,9,58
34836.0,12,4,208
34851.0,12,5,225
34854.0,12,2,189
34873.0,7,3,216
34877.908678447,7,3,216
34883.0,7,7,243
34891.0,12,14,189
34894.0,12,9,103
34894.270822789,12,5,216
34896.0,12,4,207
34911.438219298,7,7,243
34914.0,12,2,189
34914.171341825,12,2,189
34951.0,12,14,180
34954.0,12,9,129
34955.453370399,12,14,180
34956.0,12,4,198
34988.646110235,12,4,198
35014.0,12,9,137
35074.0,12,9,145
35134.0,12,9,144
35194.0,12,9,153
35253.086639274,12,9,153
35450.982978155,4,11,198
35500.688024916,4,12,207
35510.0,4,11,198
35560.0,4,12,207
35570.0,4,11,207
35620.0,4,12,207
35630.0,4,11,208
35640.40424613,4,13,198
35645.592508453,4,6,180
35680.0,4,12,217
35686.323145287,4,1,216
35690.0,4,11,227
35700.0,4,13,198
35705.0,4,6,180
35740.0,4,12,235
35746.0,4,1,225
35750.0,4,11,245
35760.0,4,13,198
35765.0,4,6,180
35771.712400681,8,7,108
35800.0,4,12,254
35806.0,4,1,234
35810.0,4,11,273
35820.0,4,13,208
35825.0,4,6,181
35831.0,8,7,108
35860.0,4,12,272
35866.0,4,1,244
35870.0,4,11,299
35875.013221171,4,15,216
35880.0,4,13,218
35885.0,4,6,173
35891.0,8,7,117
35920.0,4,12,299
35926.0,4,1,253
35930.0,4,11,317
35935.0,4,15,216
35940.0,4,13,228
35945.0,4,6,166
35951.0,8,7,127
35980.0,4,12,316
35986.0,4,1,271
35990.0,4,11,1
35995.0,4,15,225
36000.0,4,13,275
36005.0,4,6,123
36011.0,8,7,145
36040.0,4,12,1
36046.0,4,1,289
36050.0,4,11,0
36055.0,4,15,226
36060.0,4,13,319
36065.0,4,6,58
36071.0,8,7,154
36100.0,4,12,0
36106.0,4,1,307
36110.0,4,11,9
36115.0,4,15,236
36120.0,4,13,11
36125.0,4,6,38
36131.0,8,7,172
36160.0,4,12,9
36166.0,4,1,316
36168.306360996,4,11,9
36175.0,4,15,255
36175.359620803,5,7,90
36180.0,4,13,19
36182.756091467,4,8,216
36185.0,4,6,37
36191.0,8,7,190
36208.949593828,4,12,9
36226.0,4,1,0
36235.0,4,15,292
36235.0,5,7,99
36240.0,4,13,19
36242.0,4,8,207
36245.0,4,6,37
36251.0,8,7,198
36286.0,4,1,9
36295.0,5,7,99
36295.0,4,15,4
36300.0,4,13,18
36302.0,4,8,207
36305.0,4,6,27
36311.0,8,7,207
36322.431984483,4,14,261
36337.232521554,4,2,261
36346.0,4,1,18
36355.0,4,15,20
36355.0,5,7,109
36360.0,4,13,27
36362.0,4,8,199
36363.66167793,4,9,288
36365.0,4,6,27
36365.896736015,4,1,18
36367.724824475,8,7,207
36378.811076903,4,13,27
36382.0,4,14,261
36385.025613956,4,6,27
36397.0,4,2,261
36401.288294558,4,4,270
36412.045527858,5,3,144
36415.0,4,15,28
36415.0,5,7,127
36422.0,4,8,181
36423.0,4,9,297
36442.0,4,14,252
36457.0,4,2,252
36461.0,4,4,270
36467.468212735,4,5,270
36472.0,5,3,153
36475.0,5,7,146
36475.0,4,15,37
36482.0,4,8,172
36483.0,4,9,297
36502.0,4,14,253
36517.0,4,2,244
36521.0,4,4,270
36527.0,4,5,270
36532.0,5,3,162
36535.0,5,7,164
36535.0,4,15,36
36542.0,4,8,154
36543.0,4,9,306
36546.340478497,5,3,162
36562.0,4,14,245
36577.0,4,2,235
36581.0,4,4,262
36587.0,4,5,261
36595.0,4,15,45
36595.0,5,7,181
36602.0,4,8,136
36603.0,4,9,1
36613.55362301,4,15,45
36622.0,4,14,227
36629.983689666,11,5,135
36637.0,4,2,218
36641.0,4,4,254
36647.0,4,5,253
36655.0,5,7,199
36662.0,4,8,126
36663.0,4,9,10
36681.518181776,11,4,117
36682.0,4,14,201
36689.0,11,5,144
36697.0,4,2,200
36701.0,4,4,237
36707.0,4,5,244
36715.0,5,7,207
36722.0,4,8,117
36723.0,4,9,28
36741.0,11,4,126
36742.0,4,14,173
36749.0,11,5,153
36757.0,4,2,181
36761.0,4,4,210
36767.0,4,5,226
36775.0,5,7,207
36782.0,4,8,117
36783.0,4,9,36
36801.0,11,4,135
36802.0,4,14,155
36806.143212224,4,8,117
36809.0,11,5,162
36816.126267582,5,7,216
36817.0,4,2,163
36820.116369514,11,14,126
36821.0,4,4,174
36827.0,4,5,208
36843.0,4,9,45
36861.0,11,4,144
36862.0,4,14,145
36865.23036724,11,2,144
36866.787315994,11,9,72
36869.0,11,5,171
36877.0,4,2,153
36880.0,11,14,135
36881.0,4,4,155
36887.0,4,5,190
36903.0,4,9,54
36921.0,11,4,153
36922.0,4,14,135
36925.0,11,2,153
36926.0,11,9,72
36929.0,11,5,189
36937.0,4,2,144
36940.0,11,14,144
36941.0,4,4,145
36947.0,4,5,181
36963.0,4,9,63
36981.0,11,4,171
36982.0,4,14,135
36982.854514829,4,9,63
36985.0,11,2,162
36986.0,11,9,81
36989.0,11,5,198
36997.0,4,2,144
37000.0,11,14,153
37001.0,4,4,144
37007.0,4,5,171
37017.862530988,4,2,144
37021.114445534,1,8,0
37034.361945069,4,14,126
37041.0,11,4,180
37045.0,11,2,171
37046.0,11,9,82
37049.0,11,5,207
37055.909605738,11,2,171
37060.0,11,14,171
37061.0,4,4,135
37067.0,4,5,162
37081.0,1,8,0
37084.496132642,11,5,207
37101.0,11,4,189
37106.0,11,9,101
37120.0,11,14,180
37121.0,4,4,135
37122.816673581,4,5,162
37123.837107109,4,4,135
37141.0,1,8,315
37161.0,11,4,198
37162.842551631,11,14,180
37166.0,11,9,120
37180.599600232,2,6,252
37201.0,1,8,306
37209.673869413,11,4,207
37220.294708449,11,10,54
37226.0,11,9,156
37240.0,2,6,252
37261.0,1,8,297
37280.0,11,10,54
37286.0,11,9,182
37300.0,2,6,243
37321.0,1,8,279
37340.0,11,10,63
37346.0,11,9,190
37360.0,2,6,234
37368.479876096,1,6,297
37381.0,1,8,270
37385.787765271,2,11,261
37388.98947425,1,15,288
37400.0,11,10,64
37406.0,11,9,199
37420.0,2,6,225
37428.0,1,6,297
37441.0,1,8,261
37443.824087107,1,13,297
37445.0,2,11,252
37448.0,1,15,288
37460.0,11,10,83
37462.849425546,2,12,243
37464.581600038,11,3,27
37466.0,11,9,207
37480.0,2,6,216
37483.864604564,2,6,216
37488.0,1,6,297
37501.0,1,8,252
37503.0,1,13,297
37505.0,2,11,243
37508.0,1,15,279
37520.0,11,10,102
37522.0,2,12,243
37524.0,11,3,18
37526.0,11,9,207
37543.950521983,1,1,297
37548.0,1,6,298
37553.192523769,11,9,207
37561.0,1,8,243
37563.0,1,13,297
37565.0,2,11,234
37568.0,1,15,270
37580.0,11,10,138
37580.147934414,1,8,243
37582.0,2,12,234
37584.0,11,3,18
37588.247106262,1,12,306
37603.0,1,1,288
37606.180949485,1,11,306
37608.0,1,6,299
37623.0,1,13,289
37625.0,2,11,225
37628.0,1,15,252
37640.0,11,10,164
37642.0,2,12,225
37644.0,11,3,10
37648.0,1,12,306
37660.343455226,2,12,216
37663.0,1,1,288
37666.0,1,11,306
37668.0,1,6,291
37683.0,1,13,281
37685.0,2,11,216
37688.0,1,15,243
37700.0,11,10,181
37704.0,11,3,317
37708.0,1,12,306
37708.393300421,11,7,315
37723.0,1,1,280
37726.0,1,11,306
37728.0,1,6,266
37743.0,1,13,273
37745.0,2,11,207
37748.0,1,15,234
37760.0,11,10,181
37764.0,11,3,299
37765.877656191,9,5,153
37768.0,1,12,307
37768.0,11,7,306
37772.873609506,9,4,135
37783.0,1,1,262
37783.845069486,2,11,198
37786.0,1,11,316
37788.0,1,6,194
37803.0,1,13,246
37808.0,1,15,225
37820.0,11,10,189
37824.0,11,3,272
37825.0,9,5,162
37828.0,1,12,299
37828.0,11,7,297
37832.0,9,4,135
37843.0,1,1,253
37846.0,1,11,317
37848.0,1,6,165
37863.0,1,13,210
37868.0,1,15,216
37879.590598569,9,14,135
37880.0,11,10,189
37884.0,11,3,254
37885.0,9,5,171
37888.0,1,12,300
37888.0,11,7,288
37892.0,9,4,144
37896.919789515,9,9,72
37902.827804541,11,10,189
37903.0,1,1,235
37906.0,1,11,318
37906.729989405,9,2,144
37908.0,1,6,164
37923.0,1,13,191
37928.0,1,15,207
37939.0,9,14,144
37944.0,11,3,235
37945.0,9,5,180
37948.0,1,12,276
37948.0,11,7,279
37948.078280501,1,15,207
37952.0,9,4,154
37956.0,9,9,72
37963.0,1,1,217
37966.0,9,2,153
37966.0,1,11,15
37968.0,1,6,154
37983.0,1,13,181
37999.0,9,14,153
38004.0,11,3,225
38005.0,9,5,189
38008.0,1,12,195
38008.0,11,7,270
38012.0,9,4,172
38016.0,9,9,72
38023.0,1,1,208
38026.0,9,2,162
38026.0,1,11,132
38028.0,1,6,153
38043.0,1,13,172
38059.0,9,14,162
38064.0,11,3,225
38065.0,9,5,207
38068.0,11,7,261
38068.0,1,12,165
38072.0,9,4,181
38076.0,9,9,64
38083.0,1,1,198
38086.0,9,2,171
38086.0,1,11,138
38088.0,1,6,153
38103.0,1,13,171
38119.0,9,14,171
38124.0,11,3,216
38125.0,9,5,216
38125.013297081,11,3,216
38128.0,1,12,164
38128.0,11,7,252
38132.0,9,4,199
38136.0,9,9,65
38139.712558152,1,6,153
38142.797016066,11,7,243
38143.0,1,1,189
38146.0,1,11,146
38146.0,9,2,189
38163.0,1,13,162
38179.0,9,14,180
38185.0,9,5,225
38188.0,1,12,154
38192.0,9,4,208
38194.539145788,1,13,162
38196.0,9,9,49
38203.0,1,1,180
38206.0,1,11,145
38206.0,9,2,198
38217.34474287,3,11,234
38229.04569716,1,1,180
38239.0,9,14,198
38245.0,9,5,234
38248.0,1,12,153
38252.0,9,4,225
38256.0,9,9,5
38260.416560231,3,12,234
38266.0,9,2,207
38266.0,1,11,144
38267.139733356,9,10,36
38275.889140462,9,5,234
38277.0,3,11,243
38287.737793594,3,6,207
38293.557039584,9,15,63
38299.0,9,14,207
38308.0,1,12,153
38312.0,9,4,234
38316.0,9,9,283
38320.0,3,12,243
38324.474833207,3,13,225
38326.0,9,2,216
38326.0,1,11,144
38327.0,9,10,27
38337.0,3,11,243
38347.0,3,6,207
38353.0,9,15,72
38357.850823538,1,12,153
38359.0,9,14,216
38372.0,9,4,234
38376.0,9,9,263
38378.425374079,1,11,144
38380.0,3,12,243
38382.478266564,9,2,225
38384.0,3,13,225
38387.0,9,10,18
38394.062292648,9,4,234
38397.0,3,11,253
38407.0,3,6,198
38407.322638599,3,1,234
38413.0,9,15,81
38419.0,9,14,225
38435.240905323,9,14,225
38436.0,9,9,262
38440.0,3,12,253
38444.0,3,13,216
38447.0,9,10,10
38457.0,3,11,262
38467.0,3,1,243
38467.0,3,6,199
38473.0,9,15,91
38476.051323202,9,1,45
38496.0,9,9,252
38500.0,3,12,262
38504.0,3,13,217
38507.0,9,10,1
38517.0,3,11,281
38527.0,3,6,191
38527.0,3,1,243
38532.772224375,9,13,54
38533.0,9,15,100
38536.0,9,1,54
38556.0,9,9,252
38557.261992794,3,15,216
38560.0,3,12,281
38564.0,3,13,218
38567.0,9,10,307
38577.0,3,11,299
38587.0,3,1,244
38587.0,3,6,173
38592.0,9,13,63
38592.94583084,9,6,63
38593.0,9,15,118
38596.0,9,1,54
38613.46610841,9,9,252
38617.0,3,15,216
38620.0,3,12,300
38624.0,3,13,210
38627.0,9,10,289
38637.0,3,11,2
38647.0,3,6,156
38647.0,3,1,245
38647.804873441,9,12,45
38652.0,9,13,72
38652.0,9,6,72
38653.0,9,15,136
38656.0,9,1,64
38677.0,3,15,207
38680.0,3,12,2
38684.0,3,13,194
38687.0,9,10,271
38697.0,3,11,11
38697.017388331,9,11,45
38707.0,3,1,255
38707.0,9,12,45
38707.0,3,6,129
38712.0,9,6,81
38712.0,9,13,82
38713.0,9,15,154
38716.0,9,1,74
38737.0,3,15,208
38740.0,3,12,20
38744.0,3,13,114
38747.0,9,10,261
38757.0,9,11,54
38757.0,3,11,28
38767.0,3,6,101
38767.0,3,1,284
38767.0,9,12,54
38772.0,9,13,91
38772.0,9,6,90
38773.0,9,15,163
38776.0,9,1,93
38797.0,3,15,190
38800.0,3,12,28
38804.0,3,13,84
38806.656983583,3,10,270
38807.0,9,10,252
38817.0,9,11,54
38817.0,3,11,36
38827.0,9,12,64
38827.0,3,1,23
38827.0,3,6,91
38832.0,9,13,109
38832.0,9,6,108
38833.0,9,15,171
38836.0,9,1,121
38857.0,3,15,181
38860.0,3,12,37
38864.0,3,13,83
38866.0,3,10,270
38867.0,9,10,252
38877.0,3,11,36
38877.0,9,11,64
38887.0,3,6,82
38887.0,3,1,48
38887.0,9,12,74
38892.0,9,13,127
38892.0,9,6,117
38892.314753748,9,10,243
38893.0,9,15,180
38896.0,9,1,156
38917.0,3,15,164
38920.0,3,12,45
38924.0,3,13,73
38926.0,3,10,270
38937.0,3,11,45
38937.0,9,11,73
38944.806883419,9,15,180
38947.0,3,6,81
38947.0,9,12,92
38947.0,3,1,56
38952.0,9,13,136
38952.0,9,6,126
38956.0,9,1,173
38967.839254362,3,11,45
38977.0,3,15,145
38980.0,3,12,45
38984.0,3,13,72
38986.0,3,10,280
38997.0,9,11,92
39007.0,9,12,120
39007.0,3,1,64
39007.0,3,6,72
39012.0,9,13,153
39012.0,9,6,135
39016.0,9,1,181
39020.913634337,3,12,45
39037.0,3,15,127
39044.0,3,13,72
39046.0,3,10,290
39047.293450406,3,6,72
39057.0,9,11,119
39067.0,3,1,63
39067.0,9,12,146
39067.989642063,3,9,243
39072.0,9,13,162
39072.0,9,6,144
39076.0,9,1,180
39097.0,3,15,118
39098.907344707,9,6,144
39104.0,3,13,72
39106.0,3,10,300
39111.245275814,3,13,72
39117.0,9,11,146
39127.0,3,9,234
39127.0,3,1,63
39127.0,9,12,163
39132.0,9,13,162
39136.0,9,1,189
39157.0,3,15,117
39165.026555273,9,13,171
39166.0,3,10,4
39177.0,9,11,154
39184.287097939,9,1,189
39187.0,3,1,72
39187.0,9,12,172
39187.0,3,9,234
39196.127548546,3,1,72
39217.0,3,15,108
39226.0,3,10,40
39237.0,9,11,163
39247.0,9,12,171
39247.0,3,9,225
39264.652946031,3,15,108
39286.0,3,10,66
39297.0,9,11,171
39307.0,3,9,207
39307.0,9,12,180
39338.913451593,9,12,180
39346.0,3,10,74
39357.0,9,11,171
39367.0,3,9,198
39379.209760154,9,11,171
39406.0,3,10,82
39427.0,3,9,189
39466.0,3,10,81
39487.0,3,9,180
39526.0,3,10,90
39547.0,3,9,171
39583.323831825,3,10,90
39607.0,3,9,162
39630.30333292,7,3,72
39651.012331953,3,9,153
39662.09589203,7,10,117
39690.0,7,3,72
39716.932394549,7,7,36
39722.0,7,10,126
39750.0,7,3,72
39776.0,7,7,36
39782.0,7,10,135
39810.0,7,3,73
39831.807703214,12,8,9
39836.0,7,7,27
39842.0,7,10,144
39870.0,7,3,74
39891.0,12,8,9
39896.0,7,7,19
39902.0,7,10,153
39909.511159939,12,2,18
39930.0,7,3,67
39950.433522195,12,5,18
39951.0,12,8,9
39952.164857244,12,14,18
39956.0,7,7,1
39962.0,7,10,162
39969.0,12,2,18
39990.0,7,3,62
40010.0,12,5,9
40011.0,12,8,10
40012.0,12,14,9
40016.0,7,7,316
40016.711181043,12,4,9
40022.0,7,10,171
40029.0,12,2,9
40050.0,7,3,239
40070.0,12,5,9
40071.0,12,8,20
40072.0,12,14,9
40076.0,7,7,298
40076.0,12,4,9
40082.0,7,10,180
40089.0,12,2,10
40110.0,7,3,237
40130.0,12,5,0
40131.0,12,8,30
40132.0,12,14,1
40136.0,12,4,0
40136.0,7,7,289
40136.821481636,7,10,189
40149.0,12,2,1
40170.0,7,3,235
40190.0,12,5,306
40191.0,12,8,50
40192.0,12,14,316
40196.0,7,7,279
40196.0,12,4,315
40209.0,12,2,308
40220.841540977,12,15,9
40230.0,7,3,235
40250.0,12,5,298
40251.0,12,8,114
40252.0,12,14,299
40256.0,7,7,270
40256.0,12,4,307
40269.0,12,2,290
40274.432693418,12,9,315
40280.0,12,15,18
40290.0,7,3,234
40310.0,12,5,288
40311.0,12,8,148
40312.0,12,14,281
40316.0,12,4,289
40316.0,7,7,261
40327.017876358,7,7,261
40329.0,12,2,272
40334.0,12,9,315
40340.0,12,15,27
40350.0,7,3,234
40366.427877745,7,3,234
40370.0,12,5,279
40371.0,12,8,155
40372.0,12,14,263
40376.0,12,4,280
40389.0,12,2,253
40394.0,12,9,315
40400.0,12,15,36
40430.0,12,5,270
40431.0,12,8,154
40432.0,12,14,244
40436.0,12,4,262
40449.0,12,2,244
40454.0,12,9,307
40460.0,12,15,45
40490.0,12,5,261
40491.0,12,8,162
40492.0,12,14,235
40496.0,12,4,252
40497.179313348,12,10,9
40509.0,12,2,234
40514.0,12,9,298
40520.0,12,15,54
40542.59750696,12,5,252
40551.0,12,8,162
40552.0,12,14,225
40556.0,12,4,243
40557.0,12,10,18
40569.0,12,2,225
40574.0,12,9,281
40580.0,12,15,63
40611.0,12,8,162
40612.0,12,14,225
40616.0,12,4,243
40617.0,12,10,18
40622.799391402,12,8,162
40629.0,12,2,225
40634.0,12,9,263
40640.0,12,15,81
40642.281923988,12,2,225
40654.356815192,12,4,234
40672.0,12,14,216
40677.0,12,10,28
40682.920753107,12,14,216
40694.0,12,9,245
40700.0,12,15,90
40737.0,12,10,37
40754.0,12,9,226
40760.0,12,15,90
40797.0,12,10,47
40809.954517365,12,15,99
40814.0,12,9,217
40848.965052385,12,3,18
40857.0,12,10,74
40874.0,12,9,207
40908.0,12,3,27
40917.0,12,10,92
40934.0,12,9,198
40968.0,12,3,36
40977.0,12,10,110
40994.0,12,9,198
40998.985789506,12,9,198
41028.0,12,3,37
41037.0,12,10,127
41062.855504222,12,7,18
41088.0,12,3,55
41097.0,12,10,136
41122.0,12,7,27
41148.0,12,3,64
41157.0,12,10,135
41178.705937895,8,7,99
41182.0,12,7,27
41208.0,12,3,82
41217.0,12,10,144
41238.0,8,7,108
41241.869317545,12,10,144
41242.0,12,7,37
41268.0,12,3,100
41298.0,8,7,117
41302.0,12,7,46
41328.0,12,3,109
41358.0,8,7,127
41362.0,12,7,65
41388.0,12,3,117
41418.0,8,7,136
41422.0,12,7,83
41448.0,12,3,126
41478.0,8,7,154
41482.0,12,7,101
41508.0,12,3,135
41522.169236141,4,6,225
41529.164532016,4,11,252
41538.0,8,7,172
41542.0,12,7,118
41542.77659322,12,3,135
41560.374857624,5,7,90
41582.0,4,6,225
41584.619304413,4,12,261
41586.548960697,4,13,243
41589.0,4,11,261
41598.0,8,7,181
41602.0,12,7,127
41620.0,5,7,90
41642.0,4,6,234
41644.0,4,12,270
41646.0,4,13,243
41649.0,4,11,270
41658.0,8,7,198
41662.0,12,7,135
41680.0,5,7,99
41702.0,4,6,235
41704.0,4,12,279
41706.0,4,13,252
41709.0,4,11,279
41712.127276758,5,3,126
41718.0,8,7,198
41722.0,12,7,135
41734.704217803,4,1,261
41740.0,5,7,100
41762.0,4,6,253
41764.0,4,12,288
41766.0,4,13,261
41769.0,4,11,288
41772.0,5,3,135
41773.549545486,12,7,144
41774.415260832,4,15,243
41778.0,8,7,207
41790.537499598,8,7,207
41794.0,4,1,270
41800.0,5,7,119
41822.0,4,6,272
41824.0,4,12,297
41826.0,4,13,271
41829.0,4,11,297
41832.0,5,3,144
41834.0,4,15,252
41854.0,4,1,279
41860.0,5,7,137
41882.0,4,6,290
41884.0,4,12,306
41886.0,4,13,289
41889.0,4,11,306
41892.0,5,3,153
41894.0,4,15,252
41914.0,4,1,288
41917.391792959,4,11,315
41920.0,5,7,165
41942.0,4,6,317
41944.0,4,12,315
41946.0,4,13,307
41952.0,5,3,162
41954.0,4,15,262
41955.52807998,4,8,234
41968.225810488,4,12,315
41974.0,4,1,306
41980.0,5,7,191
42002.0,4,6,1
42006.0,4,13,316
42012.0,5,3,171
42014.0,4,15,271
42015.0,4,8,225
42034.0,4,1,315
42040.0,5,7,199
42047.318024579,5,3,180
42062.0,4,6,19
42066.0,4,13,0
42074.0,4,15,290
42075.0,4,8,225
42094.0,4,1,0
42100.0,5,7,207
42122.0,4,6,18
42126.0,4,13,9
42134.0,4,15,317
42135.0,4,8,216
42152.634802385,4,14,270
42154.0,4,1,9
42160.0,5,7,216
42164.210661455,4,2,270
42182.0,4,6,27
42186.0,4,13,18
42194.0,4,15,11
42194.595063845,4,1,9
42195.0,4,8,199
42212.0,4,14,261
42220.0,5,7,216
42221.221622253,4,9,288
42221.459235107,4,13,18
42224.0,4,2,261
42226.42938861,5,7,216
42231.951093624,4,6,27
42248.069936187,4,4,270
42254.0,4,15,28
42255.0,4,8,190
42272.0,4,14,252
42281.0,4,9,297
42284.0,4,2,252
42295.14202721,11,4,144
42308.0,4,4,270
42314.0,4,15,37
42315.0,4,8,172
42327.494735861,11,5,171
42332.0,4,14,243
42341.0,4,9,297
42342.190648603,4,5,261
42344.0,4,2,243
42355.0,11,4,144
42368.0,4,4,261
42374.0,4,15,45
42375.0,4,8,162
